"Credit_Limit","Attrition_Flag"
34516,Attrited Customer
4307,Attrited Customer
3839,Existing Customer
3727,Existing Customer
14290,Existing Customer
7594,Existing Customer
8416,Existing Customer
34140,Attrited Customer
13753,Attrited Customer
3472,Existing Customer
15315,Existing Customer
12086,Existing Customer
34516,Existing Customer
5016,Existing Customer
4333,Existing Customer
10325,Existing Customer
18418,Attrited Customer
9633,Existing Customer
3842,Existing Customer
8698,Existing Customer
6824,Attrited Customer
34516,Existing Customer
34516,Existing Customer
3311,Existing Customer
4041,Attrited Customer
6725,Existing Customer
3970,Existing Customer
6159,Existing Customer
4829,Attrited Customer
15633,Attrited Customer
34516,Existing Customer
10017,Existing Customer
3895,Existing Customer
22722,Existing Customer
12978,Existing Customer
9129,Attrited Customer
14804,Existing Customer
19671,Existing Customer
34516,Existing Customer
5056,Existing Customer
25217,Existing Customer
3585,Existing Customer
25187,Existing Customer
18142,Existing Customer
3388,Existing Customer
34516,Existing Customer
6500,Attrited Customer
4209,Existing Customer
3657,Existing Customer
4107,Existing Customer
3638,Existing Customer
8325,Existing Customer
27124,Existing Customer
13747,Existing Customer
28174,Existing Customer
11109,Existing Customer
9959,Attrited Customer
4014,Existing Customer
26710,Existing Customer
9550,Existing Customer
4935,Attrited Customer
18022,Existing Customer
16748,Existing Customer
10973,Attrited Customer
14143,Existing Customer
34516,Attrited Customer
7684,Attrited Customer
34516,Attrited Customer
3843,Existing Customer
14840,Existing Customer
3929,Attrited Customer
11427,Existing Customer
8135,Attrited Customer
13669,Existing Customer
34516,Existing Customer
9764,Existing Customer
8431,Attrited Customer
7882,Existing Customer
20891,Existing Customer
22715,Existing Customer
3818,Existing Customer
6991,Existing Customer
16268,Existing Customer
5768,Attrited Customer
34516,Existing Customer
9491,Attrited Customer
15987,Existing Customer
3645,Existing Customer
3466,Existing Customer
4155,Existing Customer
15164,Attrited Customer
34516,Existing Customer
6828,Existing Customer
30082,Existing Customer
3659,Existing Customer
22718,Attrited Customer
3676,Existing Customer
17721,Existing Customer
4404,Existing Customer
4423,Attrited Customer
34516,Existing Customer
4184,Existing Customer
34516,Existing Customer
15977,Attrited Customer
26812,Existing Customer
3955,Existing Customer
22355,Existing Customer
23240,Attrited Customer
5479,Existing Customer
5497,Existing Customer
14135,Existing Customer
31546,Existing Customer
34516,Existing Customer
4353,Attrited Customer
34516,Existing Customer
4601,Attrited Customer
3981,Existing Customer
4458,Attrited Customer
10292,Existing Customer
4930,Attrited Customer
34162,Attrited Customer
4047,Existing Customer
6380,Existing Customer
3534,Existing Customer
6091,Existing Customer
23981,Existing Customer
7832,Existing Customer
34516,Existing Customer
13704,Existing Customer
4423,Existing Customer
6224,Attrited Customer
4133,Existing Customer
34516,Existing Customer
5270,Existing Customer
21551,Existing Customer
9805,Existing Customer
7530,Existing Customer
8983,Existing Customer
5735,Attrited Customer
9524,Attrited Customer
15987,Existing Customer
5181,Attrited Customer
28831,Attrited Customer
4169,Attrited Customer
7020,Existing Customer
3709,Attrited Customer
12833,Attrited Customer
3804,Existing Customer
21794,Existing Customer
3304,Existing Customer
3850,Existing Customer
4158,Existing Customer
4182,Existing Customer
4626,Existing Customer
3742,Existing Customer
26794,Attrited Customer
4167,Attrited Customer
12944,Existing Customer
6933,Existing Customer
4552,Existing Customer
3750,Existing Customer
17655,Existing Customer
8224,Existing Customer
3946,Existing Customer
5654,Existing Customer
16268,Existing Customer
28564,Existing Customer
6172,Existing Customer
5435,Existing Customer
7562,Existing Customer
14938,Existing Customer
34516,Existing Customer
7935,Existing Customer
34516,Existing Customer
4103,Existing Customer
21906,Existing Customer
12540,Existing Customer
4493,Existing Customer
34516,Attrited Customer
8900,Existing Customer
8398,Existing Customer
22754,Attrited Customer
29663,Existing Customer
5043,Attrited Customer
4299,Existing Customer
11859,Attrited Customer
17504,Attrited Customer
4165,Existing Customer
34516,Existing Customer
6481,Existing Customer
34516,Attrited Customer
13303,Attrited Customer
4700,Existing Customer
5639,Existing Customer
13187,Existing Customer
17925,Existing Customer
13940,Existing Customer
3688,Existing Customer
4003,Existing Customer
5409,Attrited Customer
10388,Attrited Customer
