"Total_Ct_Chng_Q4_Q1","Attrition_Flag"
0.648,Existing Customer
0.571,Existing Customer
0.742,Attrited Customer
0.707,Existing Customer
0.469,Existing Customer
0.694,Existing Customer
0.379,Attrited Customer
0.843,Existing Customer
0.515,Existing Customer
0.759,Existing Customer
0.695,Existing Customer
0.849,Existing Customer
0.806,Attrited Customer
0.6,Existing Customer
0.729,Existing Customer
0.574,Attrited Customer
0.804,Existing Customer
0.5,Attrited Customer
0.625,Existing Customer
0.596,Existing Customer
0.651,Existing Customer
0.768,Existing Customer
0.852,Existing Customer
0.714,Existing Customer
0.863,Existing Customer
0.698,Attrited Customer
0.808,Existing Customer
0.635,Existing Customer
0.73,Existing Customer
0.913,Existing Customer
0.463,Existing Customer
0.792,Existing Customer
0.692,Existing Customer
0.605,Existing Customer
0.449,Existing Customer
0.758,Existing Customer
0.769,Existing Customer
0.694,Existing Customer
0.852,Existing Customer
0.745,Existing Customer
0.778,Existing Customer
0.635,Existing Customer
0.6,Existing Customer
0.578,Existing Customer
0.852,Existing Customer
0.746,Existing Customer
0.644,Existing Customer
0.545,Existing Customer
0.635,Existing Customer
0.768,Existing Customer
0.597,Existing Customer
0.808,Existing Customer
0.766,Existing Customer
0.697,Existing Customer
0.625,Attrited Customer
0.583,Existing Customer
0.631,Existing Customer
0.843,Existing Customer
0.694,Existing Customer
0.682,Existing Customer
0.59,Attrited Customer
0.702,Existing Customer
0.763,Existing Customer
0.656,Existing Customer
0.738,Existing Customer
0.872,Existing Customer
0.606,Existing Customer
0.767,Existing Customer
0.842,Existing Customer
0.596,Attrited Customer
0.865,Existing Customer
0.659,Attrited Customer
0.767,Existing Customer
0.717,Existing Customer
0.695,Existing Customer
0.9,Existing Customer
0.717,Existing Customer
0.609,Existing Customer
0.721,Existing Customer
0.647,Attrited Customer
0.718,Attrited Customer
0.789,Existing Customer
0.647,Existing Customer
0.83,Existing Customer
0.676,Existing Customer
0.88,Existing Customer
0.629,Existing Customer
0.78,Existing Customer
0.732,Existing Customer
0.911,Existing Customer
0.71,Existing Customer
0.66,Attrited Customer
0.702,Existing Customer
0.694,Existing Customer
0.735,Existing Customer
0.764,Existing Customer
0.846,Existing Customer
0.674,Attrited Customer
0.754,Existing Customer
0.737,Existing Customer
0.92,Attrited Customer
0.837,Existing Customer
0.746,Existing Customer
0.862,Attrited Customer
0.629,Existing Customer
0.929,Attrited Customer
0.699,Existing Customer
0.4,Attrited Customer
0.873,Existing Customer
0.692,Existing Customer
0.462,Attrited Customer
0.733,Existing Customer
0.716,Existing Customer
0.552,Existing Customer
0.977,Attrited Customer
0.944,Attrited Customer
0.903,Attrited Customer
0.934,Existing Customer
0.847,Existing Customer
0.65,Existing Customer
0.244,Attrited Customer
0.893,Existing Customer
0.764,Existing Customer
0.69,Existing Customer
0.774,Existing Customer
0.594,Existing Customer
0.712,Existing Customer
0.4,Attrited Customer
0.852,Existing Customer
0.571,Existing Customer
0.821,Existing Customer
0.625,Existing Customer
0.803,Existing Customer
0.746,Existing Customer
0.857,Existing Customer
0.69,Attrited Customer
0.714,Existing Customer
0.656,Existing Customer
0.847,Existing Customer
0.642,Existing Customer
0.393,Attrited Customer
0.75,Attrited Customer
0.8,Existing Customer
0.727,Existing Customer
0.852,Existing Customer
0.65,Attrited Customer
0.429,Attrited Customer
0.781,Existing Customer
0.673,Existing Customer
0.768,Existing Customer
0.621,Existing Customer
0.565,Existing Customer
0.92,Existing Customer
0.865,Attrited Customer
0.833,Attrited Customer
0.654,Existing Customer
0.65,Existing Customer
0.585,Existing Customer
0.811,Attrited Customer
0.966,Existing Customer
0.655,Existing Customer
0.868,Attrited Customer
0.772,Existing Customer
0.525,Attrited Customer
0.667,Attrited Customer
0.585,Attrited Customer
0.828,Attrited Customer
0.646,Existing Customer
0.833,Attrited Customer
0.548,Attrited Customer
0.545,Attrited Customer
0.6,Existing Customer
0.804,Existing Customer
0.758,Existing Customer
0.725,Existing Customer
0.891,Existing Customer
0.778,Existing Customer
0.9,Existing Customer
0.375,Attrited Customer
0.791,Existing Customer
0.767,Attrited Customer
0.656,Existing Customer
0.69,Existing Customer
0.619,Existing Customer
0.508,Existing Customer
0.797,Existing Customer
0.733,Existing Customer
1.064,Existing Customer
0.739,Existing Customer
0.649,Existing Customer
0.72,Existing Customer
0.778,Attrited Customer
0.569,Existing Customer
1.152,Attrited Customer
0.819,Existing Customer
0.846,Existing Customer
0.746,Existing Customer
0.722,Existing Customer
0.683,Existing Customer
0.853,Attrited Customer
0.789,Attrited Customer
0.727,Existing Customer
0.657,Existing Customer
0.882,Attrited Customer
0.736,Existing Customer
0.833,Existing Customer
0.764,Existing Customer
0.689,Existing Customer
0.677,Existing Customer
0.721,Existing Customer
0.786,Existing Customer
0.787,Existing Customer
0.73,Existing Customer
0.806,Existing Customer
0.807,Existing Customer
0.694,Attrited Customer
0.789,Existing Customer
0.721,Existing Customer
1.029,Attrited Customer
0.639,Existing Customer
0.754,Existing Customer
0.605,Attrited Customer
0.891,Existing Customer
0.667,Existing Customer
1.148,Existing Customer
0.85,Attrited Customer
0.684,Existing Customer
0.7,Existing Customer
0.81,Existing Customer
0.79,Existing Customer
0.73,Attrited Customer
0.893,Existing Customer
1.025,Existing Customer
0.481,Attrited Customer
0.792,Existing Customer
0.738,Existing Customer
0.761,Existing Customer
0.735,Attrited Customer
0.797,Existing Customer
0.825,Attrited Customer
0.766,Existing Customer
0.71,Existing Customer
0.817,Existing Customer
0.882,Existing Customer
0.875,Existing Customer
0.639,Existing Customer
0.786,Attrited Customer
0.797,Existing Customer
0.785,Existing Customer
0.754,Existing Customer
0.793,Existing Customer
0.767,Existing Customer
0.823,Existing Customer
0.7,Attrited Customer
0.875,Existing Customer
1.056,Attrited Customer
0.75,Existing Customer
0.831,Existing Customer
0.776,Existing Customer
0.862,Existing Customer
0.761,Existing Customer
0.809,Existing Customer
0.758,Existing Customer
0.768,Existing Customer
0.797,Existing Customer
0.689,Existing Customer
0.681,Existing Customer
0.839,Existing Customer
0.687,Existing Customer
0.803,Existing Customer
0.957,Attrited Customer
0.833,Existing Customer
0.709,Existing Customer
0.79,Existing Customer
0.754,Existing Customer
0.176,Attrited Customer
0.683,Attrited Customer
0.754,Existing Customer
0.902,Existing Customer
0.69,Existing Customer
0.625,Existing Customer
0.764,Existing Customer
1.122,Attrited Customer
0.71,Existing Customer
0.629,Existing Customer
0.697,Existing Customer
0.724,Existing Customer
0.806,Attrited Customer
0.7,Attrited Customer
0.814,Existing Customer
0.757,Existing Customer
0.545,Existing Customer
0.831,Existing Customer
0.828,Existing Customer
0.703,Attrited Customer
0.627,Existing Customer
0.846,Attrited Customer
0.8,Existing Customer
0.635,Existing Customer
0.641,Existing Customer
0.623,Existing Customer
0.642,Existing Customer
0.732,Existing Customer
0.667,Existing Customer
0.857,Existing Customer
0.814,Existing Customer
0.769,Existing Customer
0.75,Attrited Customer
0.823,Existing Customer
0.615,Existing Customer
0.656,Existing Customer
0.597,Existing Customer
0.722,Existing Customer
0.672,Existing Customer
0.866,Existing Customer
0.878,Existing Customer
0.702,Existing Customer
0.672,Existing Customer
0.661,Existing Customer
0.906,Attrited Customer
0.792,Existing Customer
0.797,Existing Customer
0.73,Existing Customer
0.644,Existing Customer
0.619,Attrited Customer
0.863,Existing Customer
0.672,Existing Customer
0.811,Existing Customer
0.658,Attrited Customer
0.733,Existing Customer
0.707,Existing Customer
0.745,Existing Customer
1.077,Attrited Customer
0.809,Existing Customer
1.0,Attrited Customer
0.803,Existing Customer
0.765,Existing Customer
0.941,Existing Customer
0.759,Existing Customer
0.82,Existing Customer
0.737,Attrited Customer
0.746,Existing Customer
0.95,Attrited Customer
0.729,Existing Customer
0.869,Existing Customer
1.0,Existing Customer
0.742,Existing Customer
0.673,Existing Customer
0.771,Existing Customer
0.974,Attrited Customer
0.69,Attrited Customer
0.812,Existing Customer
0.864,Existing Customer
0.724,Existing Customer
0.84,Existing Customer
0.706,Existing Customer
0.815,Existing Customer
0.657,Existing Customer
0.694,Existing Customer
0.685,Existing Customer
0.871,Existing Customer
0.712,Existing Customer
0.697,Existing Customer
0.764,Existing Customer
0.681,Existing Customer
0.766,Existing Customer
0.75,Existing Customer
0.81,Existing Customer
0.712,Existing Customer
0.779,Existing Customer
0.69,Existing Customer
0.735,Existing Customer
0.776,Existing Customer
0.746,Existing Customer
0.968,Existing Customer
0.652,Attrited Customer
0.862,Attrited Customer
0.635,Existing Customer
0.762,Existing Customer
0.308,Attrited Customer
0.615,Existing Customer
0.742,Existing Customer
0.837,Attrited Customer
0.964,Existing Customer
0.974,Attrited Customer
0.804,Existing Customer
1.0,Attrited Customer
0.754,Existing Customer
0.678,Existing Customer
0.803,Existing Customer
0.767,Existing Customer
0.649,Existing Customer
0.837,Attrited Customer
0.75,Existing Customer
0.768,Existing Customer
0.771,Attrited Customer
0.9,Existing Customer
0.73,Existing Customer
0.794,Attrited Customer
0.672,Existing Customer
0.882,Existing Customer
0.558,Attrited Customer
0.791,Attrited Customer
0.293,Attrited Customer
0.977,Attrited Customer
0.855,Existing Customer
0.703,Existing Customer
0.655,Existing Customer
0.792,Existing Customer
0.78,Existing Customer
0.949,Attrited Customer
0.762,Existing Customer
0.825,Existing Customer
0.736,Existing Customer
0.892,Existing Customer
0.841,Existing Customer
0.743,Existing Customer
0.638,Existing Customer
0.724,Existing Customer
0.673,Existing Customer
0.862,Existing Customer
0.649,Existing Customer
0.875,Existing Customer
0.769,Attrited Customer
0.608,Existing Customer
0.667,Existing Customer
0.821,Attrited Customer
0.893,Existing Customer
0.78,Existing Customer
0.588,Existing Customer
0.678,Existing Customer
0.873,Existing Customer
0.784,Existing Customer
0.736,Existing Customer
0.684,Attrited Customer
0.729,Existing Customer
0.882,Existing Customer
0.761,Existing Customer
0.84,Existing Customer
0.545,Existing Customer
1.114,Attrited Customer
0.672,Existing Customer
0.627,Existing Customer
0.98,Existing Customer
0.746,Existing Customer
0.909,Attrited Customer
0.98,Existing Customer
0.806,Attrited Customer
0.78,Attrited Customer
0.737,Existing Customer
0.754,Existing Customer
0.9,Attrited Customer
0.69,Attrited Customer
0.725,Existing Customer
0.618,Existing Customer
0.732,Existing Customer
0.735,Existing Customer
0.565,Existing Customer
0.722,Attrited Customer
0.671,Existing Customer
0.688,Existing Customer
0.732,Existing Customer
0.704,Existing Customer
0.778,Existing Customer
0.754,Existing Customer
0.684,Existing Customer
0.695,Existing Customer
0.675,Existing Customer
0.828,Existing Customer
0.768,Existing Customer
1.079,Attrited Customer
0.678,Existing Customer
0.81,Existing Customer
0.855,Existing Customer
0.732,Attrited Customer
0.875,Existing Customer
0.636,Existing Customer
0.683,Existing Customer
0.83,Attrited Customer
0.915,Existing Customer
1.294,Attrited Customer
0.682,Existing Customer
0.754,Existing Customer
0.718,Existing Customer
0.567,Existing Customer
0.69,Existing Customer
0.759,Existing Customer
0.825,Attrited Customer
0.667,Existing Customer
0.75,Attrited Customer
0.911,Existing Customer
0.707,Existing Customer
0.651,Attrited Customer
0.712,Existing Customer
0.718,Existing Customer
0.684,Attrited Customer
0.952,Attrited Customer
0.677,Existing Customer
0.5,Attrited Customer
0.787,Existing Customer
0.514,Attrited Customer
0.692,Existing Customer
0.796,Existing Customer
0.723,Existing Customer
0.69,Existing Customer
0.672,Existing Customer
0.746,Existing Customer
0.857,Existing Customer
0.62,Existing Customer
0.667,Attrited Customer
0.769,Existing Customer
1.093,Attrited Customer
0.873,Existing Customer
0.869,Existing Customer
0.787,Existing Customer
0.552,Existing Customer
0.681,Existing Customer
0.65,Attrited Customer
0.974,Attrited Customer
0.618,Existing Customer
0.731,Existing Customer
0.617,Existing Customer
0.657,Existing Customer
0.717,Existing Customer
0.769,Existing Customer
0.774,Existing Customer
0.806,Existing Customer
0.865,Existing Customer
0.964,Existing Customer
0.912,Existing Customer
0.605,Attrited Customer
0.771,Existing Customer
0.689,Existing Customer
0.81,Existing Customer
0.786,Existing Customer
0.763,Attrited Customer
0.823,Existing Customer
0.717,Existing Customer
0.823,Existing Customer
0.672,Existing Customer
0.767,Attrited Customer
0.709,Existing Customer
0.75,Existing Customer
0.905,Attrited Customer
0.78,Attrited Customer
0.603,Existing Customer
0.83,Existing Customer
0.797,Existing Customer
0.742,Existing Customer
1.0,Attrited Customer
0.902,Attrited Customer
0.762,Attrited Customer
0.681,Existing Customer
0.809,Existing Customer
0.712,Existing Customer
0.667,Existing Customer
0.429,Attrited Customer
0.6,Attrited Customer
0.765,Existing Customer
0.723,Existing Customer
0.687,Existing Customer
0.744,Attrited Customer
0.741,Existing Customer
0.895,Attrited Customer
0.739,Existing Customer
1.0,Attrited Customer
0.628,Attrited Customer
0.797,Existing Customer
1.018,Existing Customer
0.487,Attrited Customer
0.978,Attrited Customer
1.022,Attrited Customer
0.682,Attrited Customer
0.688,Existing Customer
0.676,Existing Customer
0.742,Existing Customer
0.833,Existing Customer
0.256,Attrited Customer
0.731,Existing Customer
0.73,Attrited Customer
0.679,Existing Customer
0.707,Existing Customer
0.846,Existing Customer
0.781,Existing Customer
0.892,Attrited Customer
0.708,Existing Customer
0.935,Attrited Customer
0.734,Existing Customer
1.0,Attrited Customer
0.917,Attrited Customer
0.662,Existing Customer
0.739,Existing Customer
0.935,Existing Customer
0.732,Existing Customer
0.667,Existing Customer
0.828,Existing Customer
0.742,Existing Customer
0.68,Existing Customer
0.675,Attrited Customer
0.848,Existing Customer
0.753,Existing Customer
0.8,Existing Customer
0.795,Existing Customer
0.63,Existing Customer
0.729,Existing Customer
0.714,Existing Customer
0.776,Existing Customer
0.732,Attrited Customer
0.758,Existing Customer
0.707,Attrited Customer
0.629,Existing Customer
0.773,Attrited Customer
0.724,Existing Customer
0.81,Existing Customer
0.686,Existing Customer
0.848,Attrited Customer
0.947,Existing Customer
1.211,Attrited Customer
1.0,Existing Customer
0.714,Attrited Customer
0.59,Attrited Customer
0.771,Existing Customer
0.656,Existing Customer
0.689,Existing Customer
0.678,Existing Customer
0.771,Existing Customer
0.52,Attrited Customer
0.692,Attrited Customer
0.725,Existing Customer
0.754,Existing Customer
0.717,Existing Customer
0.696,Existing Customer
0.649,Existing Customer
0.754,Existing Customer
0.718,Existing Customer
0.744,Attrited Customer
0.8,Existing Customer
0.726,Existing Customer
0.709,Existing Customer
0.595,Attrited Customer
0.694,Existing Customer
0.758,Existing Customer
0.746,Existing Customer
0.909,Attrited Customer
0.606,Existing Customer
0.759,Existing Customer
0.656,Existing Customer
0.857,Attrited Customer
0.758,Attrited Customer
0.766,Existing Customer
0.681,Existing Customer
0.725,Existing Customer
0.754,Existing Customer
0.7,Existing Customer
0.884,Attrited Customer
0.734,Existing Customer
0.676,Existing Customer
0.791,Existing Customer
0.519,Existing Customer
0.833,Existing Customer
0.746,Existing Customer
0.778,Existing Customer
0.792,Existing Customer
0.784,Existing Customer
0.833,Existing Customer
0.646,Attrited Customer
0.615,Existing Customer
0.808,Existing Customer
0.733,Existing Customer
0.667,Existing Customer
0.655,Existing Customer
0.729,Existing Customer
0.608,Existing Customer
0.714,Existing Customer
0.84,Existing Customer
0.5,Attrited Customer
0.958,Existing Customer
0.746,Existing Customer
0.841,Existing Customer
0.882,Attrited Customer
0.738,Existing Customer
0.635,Existing Customer
0.786,Attrited Customer
0.648,Existing Customer
0.75,Attrited Customer
0.789,Attrited Customer
0.615,Attrited Customer
0.909,Existing Customer
0.85,Existing Customer
0.73,Attrited Customer
0.754,Existing Customer
0.971,Attrited Customer
0.625,Existing Customer
0.71,Existing Customer
0.797,Existing Customer
0.357,Attrited Customer
0.6,Existing Customer
0.773,Existing Customer
0.887,Existing Customer
0.948,Existing Customer
0.733,Existing Customer
0.69,Existing Customer
0.902,Attrited Customer
0.657,Existing Customer
1.684,Attrited Customer
0.776,Existing Customer
0.739,Existing Customer
0.699,Existing Customer
0.855,Existing Customer
0.478,Attrited Customer
0.735,Existing Customer
0.677,Existing Customer
0.8,Existing Customer
0.623,Existing Customer
0.833,Attrited Customer
0.78,Existing Customer
0.844,Existing Customer
0.722,Existing Customer
0.933,Attrited Customer
0.759,Existing Customer
0.719,Existing Customer
0.677,Existing Customer
0.684,Attrited Customer
0.642,Existing Customer
0.758,Existing Customer
0.8,Existing Customer
0.907,Attrited Customer
0.909,Existing Customer
0.771,Existing Customer
0.768,Existing Customer
0.714,Existing Customer
0.722,Existing Customer
1.073,Attrited Customer
0.879,Existing Customer
0.689,Attrited Customer
0.781,Existing Customer
0.707,Attrited Customer
0.79,Existing Customer
0.579,Attrited Customer
0.697,Attrited Customer
0.789,Existing Customer
0.797,Existing Customer
0.808,Existing Customer
0.766,Existing Customer
0.761,Existing Customer
0.656,Existing Customer
0.765,Existing Customer
0.681,Existing Customer
0.623,Existing Customer
0.581,Attrited Customer
0.608,Existing Customer
0.8,Existing Customer
0.694,Existing Customer
0.843,Existing Customer
0.9,Existing Customer
0.855,Existing Customer
0.746,Existing Customer
0.684,Attrited Customer
0.657,Attrited Customer
0.56,Existing Customer
1.0,Attrited Customer
0.769,Attrited Customer
0.795,Attrited Customer
0.731,Existing Customer
0.897,Attrited Customer
0.786,Attrited Customer
0.759,Existing Customer
0.706,Existing Customer
0.818,Existing Customer
0.918,Existing Customer
0.831,Existing Customer
0.606,Existing Customer
0.759,Existing Customer
0.806,Existing Customer
0.933,Attrited Customer
0.776,Attrited Customer
0.944,Existing Customer
0.917,Existing Customer
0.677,Existing Customer
0.657,Existing Customer
0.739,Existing Customer
0.653,Existing Customer
0.811,Existing Customer
0.881,Existing Customer
0.824,Existing Customer
0.783,Existing Customer
0.65,Existing Customer
0.671,Existing Customer
0.754,Existing Customer
0.724,Existing Customer
0.848,Existing Customer
0.694,Existing Customer
0.81,Existing Customer
0.788,Existing Customer
0.7,Existing Customer
0.716,Existing Customer
0.763,Existing Customer
0.75,Attrited Customer
0.66,Existing Customer
0.757,Existing Customer
0.791,Attrited Customer
0.722,Existing Customer
0.784,Attrited Customer
0.685,Existing Customer
0.837,Attrited Customer
0.737,Attrited Customer
0.82,Existing Customer
0.714,Existing Customer
0.803,Existing Customer
0.622,Attrited Customer
0.809,Attrited Customer
0.655,Existing Customer
0.946,Existing Customer
0.931,Existing Customer
0.82,Existing Customer
0.754,Existing Customer
0.791,Existing Customer
0.857,Existing Customer
0.818,Attrited Customer
0.649,Attrited Customer
